<Header>
User name: 
Location: 
Model: 1.109
Serial No.: 9G100048
Firmware revision: 12.30E
Software revision: 5-1 Rev IV (12-04-2017)
Unit: ug/m3
C-factor: 1.00
Comment: 
online data
<Data>
[d&t12/31/2035 11:50:55 AM]	PM10 [ug/m3]	PM2.5 [ug/m3]	PM1 [ug/m3]	Inhalable [ug/m3]	Thoracic [ug/m3]	Alveolic [ug/m3]
2/12/2019 4:37:28 AM	13.1	9.2	8.4	13.1	12.7	9.9
2/12/2019 4:37:34 AM	17.4	9.1	8.0	17.7	15.7	9.7
2/12/2019 4:37:40 AM	9.6	8.7	7.8	9.6	9.6	9.1
2/12/2019 4:37:46 AM	8.1	8.1	8.0	8.1	8.1	8.1
2/12/2019 4:37:52 AM	8.2	8.2	7.9	8.2	8.2	8.2
2/12/2019 4:37:58 AM	8.2	8.2	8.2	8.2	8.2	8.2
2/12/2019 4:38:04 AM	7.9	7.9	7.9	7.9	7.9	7.9
2/12/2019 4:38:10 AM	11.5	9.5	8.3	11.5	11.5	10.1
2/12/2019 4:38:16 AM	8.1	8.1	8.0	8.1	8.1	8.1
2/12/2019 4:38:22 AM	10.7	8.9	8.4	10.7	10.6	9.3
2/12/2019 4:38:28 AM	8.6	8.4	7.7	8.6	8.6	8.5
2/12/2019 4:38:34 AM	12.4	9.8	8.0	33.9	18.9	10.5
2/12/2019 4:38:40 AM	7.5	7.5	7.4	7.5	7.5	7.5
2/12/2019 4:38:46 AM	12.5	10.6	8.3	12.5	12.5	11.1
2/12/2019 4:38:52 AM	14.4	10.5	8.3	14.4	14.4	11.9
2/12/2019 4:38:58 AM	8.3	8.3	8.2	8.3	8.3	8.3
2/12/2019 4:39:04 AM	8.4	8.4	8.3	8.4	8.4	8.4
2/12/2019 4:39:10 AM	8.1	8.1	7.7	8.1	8.1	8.1
2/12/2019 4:39:16 AM	10.0	8.6	8.0	10.0	10.0	9.2
2/12/2019 4:39:22 AM	8.1	8.1	7.8	8.1	8.1	8.1
2/12/2019 4:39:28 AM	8.4	8.4	7.9	8.4	8.4	8.4
2/12/2019 4:39:34 AM	17.4	8.8	7.7	17.7	15.7	9.5
2/12/2019 4:39:40 AM	12.9	9.2	7.5	12.9	12.5	9.8
2/12/2019 4:39:46 AM	7.9	7.9	7.7	7.9	7.9	7.9
2/12/2019 4:39:52 AM	10.0	9.3	7.7	10.0	10.0	9.6
2/12/2019 4:39:58 AM	9.8	8.1	7.7	9.8	9.7	8.5
2/12/2019 4:40:04 AM	10.7	8.9	7.9	10.7	10.7	9.7
2/12/2019 4:40:10 AM	8.7	8.6	7.9	8.7	8.7	8.7
2/12/2019 4:40:16 AM	8.4	8.4	7.9	8.4	8.4	8.4
2/12/2019 4:40:22 AM	9.8	8.5	7.9	9.8	9.8	9.1
2/12/2019 4:40:28 AM	8.6	8.5	7.7	8.6	8.6	8.5
2/12/2019 4:40:34 AM	8.0	8.0	7.9	8.0	8.0	8.0
2/12/2019 4:40:40 AM	8.1	8.1	8.1	8.1	8.1	8.1
2/12/2019 4:40:46 AM	8.6	8.1	7.5	8.6	8.6	8.3
2/12/2019 4:40:52 AM	8.3	8.3	7.9	8.3	8.3	8.3
2/12/2019 4:40:58 AM	10.0	8.5	7.2	10.0	9.9	9.1
2/12/2019 4:41:04 AM	10.5	9.0	8.2	10.5	10.5	9.6
2/12/2019 4:41:10 AM	7.8	7.8	7.7	7.8	7.8	7.8
2/12/2019 4:41:16 AM	9.6	8.7	8.0	9.6	9.6	9.1
2/12/2019 4:41:22 AM	10.2	8.5	8.0	10.2	10.1	9.2
2/12/2019 4:41:28 AM	8.4	8.3	7.6	8.4	8.4	8.3
2/12/2019 4:41:34 AM	7.9	7.9	7.9	7.9	7.9	7.9
2/12/2019 4:41:40 AM	16.2	8.7	7.9	16.2	15.1	9.3
2/12/2019 4:41:46 AM	9.9	8.7	7.9	9.9	9.9	9.2
2/12/2019 4:41:52 AM	8.6	8.6	8.0	8.6	8.6	8.6
2/12/2019 4:41:58 AM	7.6	7.6	7.6	7.6	7.6	7.6
2/12/2019 4:42:04 AM	8.7	8.7	8.0	8.7	8.7	8.7
2/12/2019 4:42:10 AM	9.7	8.0	7.8	9.7	9.6	8.8
2/12/2019 4:42:16 AM	9.5	8.8	7.9	9.5	9.5	9.1
2/12/2019 4:42:22 AM	9.4	8.8	7.6	9.4	9.4	9.1
2/12/2019 4:42:28 AM	8.3	8.3	8.1	8.3	8.3	8.3
2/12/2019 4:42:34 AM	8.8	8.7	7.8	8.8	8.8	8.8
2/12/2019 4:42:40 AM	7.8	7.8	7.7	7.8	7.8	7.8
2/12/2019 4:42:46 AM	9.4	8.2	7.8	9.4	9.4	8.7
2/12/2019 4:42:52 AM	8.3	7.5	7.1	8.3	8.3	7.9
2/12/2019 4:42:58 AM	10.1	9.1	7.8	10.1	10.1	9.6
2/12/2019 4:43:04 AM	7.7	7.7	7.6	7.7	7.7	7.7
2/12/2019 4:43:10 AM	10.1	9.5	7.6	10.1	10.1	9.8
2/12/2019 4:43:16 AM	11.0	10.1	7.9	11.0	11.0	10.5
2/12/2019 4:43:22 AM	10.6	10.2	8.2	10.6	10.6	10.4
2/12/2019 4:43:28 AM	16.8	8.4	7.7	17.1	15.1	9.0
2/12/2019 4:43:34 AM	10.0	8.0	7.6	10.0	9.9	8.5
2/12/2019 4:43:40 AM	9.3	8.7	7.6	9.3	9.3	9.0
2/12/2019 4:43:46 AM	9.4	9.3	7.8	9.4	9.4	9.3
2/12/2019 4:43:52 AM	7.8	7.8	7.7	7.8	7.8	7.8
2/12/2019 4:43:58 AM	9.5	8.0	7.4	9.5	9.5	8.6
2/12/2019 4:44:04 AM	7.2	7.2	7.2	7.2	7.2	7.2
2/12/2019 4:44:10 AM	8.8	7.9	7.6	8.8	8.8	8.3
2/12/2019 4:44:16 AM	7.7	7.7	7.4	7.7	7.7	7.7
2/12/2019 4:44:22 AM	9.3	9.2	8.0	9.3	9.3	9.2
2/12/2019 4:44:28 AM	7.5	7.5	7.4	7.5	7.5	7.5
2/12/2019 4:44:34 AM	9.3	8.2	7.7	9.3	9.3	8.7
2/12/2019 4:44:40 AM	8.8	8.4	7.4	8.8	8.8	8.6
2/12/2019 4:44:46 AM	7.5	7.5	7.3	7.5	7.5	7.5
2/12/2019 4:44:52 AM	7.8	7.8	7.8	7.8	7.8	7.8
2/12/2019 4:44:58 AM	7.5	7.5	7.5	7.5	7.5	7.5
2/12/2019 4:45:04 AM	7.6	7.6	7.6	7.6	7.6	7.6
2/12/2019 4:45:10 AM	8.4	8.3	7.7	8.4	8.4	8.4
2/12/2019 4:45:16 AM	7.8	7.7	7.1	7.8	7.8	7.8
2/12/2019 4:45:22 AM	8.6	8.1	7.2	8.6	8.6	8.3
2/12/2019 4:45:28 AM	8.8	7.7	7.2	8.8	8.7	8.2
2/12/2019 4:45:34 AM	7.5	7.5	7.3	7.5	7.5	7.5
2/12/2019 4:45:40 AM	9.0	8.9	7.7	9.0	9.0	9.0
2/12/2019 4:45:46 AM	8.1	8.1	7.8	8.1	8.1	8.1
2/12/2019 4:45:52 AM	9.3	8.3	7.2	9.3	9.3	8.7
2/12/2019 4:45:58 AM	9.2	8.1	7.4	9.2	9.2	8.6
2/12/2019 4:46:04 AM	8.9	8.8	7.5	8.9	8.9	8.8
2/12/2019 4:46:10 AM	8.2	8.1	7.6	8.2	8.2	8.2
2/12/2019 4:46:16 AM	9.0	8.1	7.6	9.0	9.0	8.5
2/12/2019 4:46:22 AM	9.9	9.4	7.6	9.9	9.9	9.6
2/12/2019 4:46:28 AM	7.6	7.6	7.5	7.6	7.6	7.6
2/12/2019 4:46:34 AM	8.0	8.0	7.5	8.0	8.0	8.0
2/12/2019 4:46:40 AM	7.6	7.6	7.5	7.6	7.6	7.6
2/12/2019 4:46:46 AM	7.8	7.8	7.7	7.8	7.8	7.8
2/12/2019 4:46:52 AM	12.1	8.4	7.6	12.1	12.0	9.3
2/12/2019 4:46:58 AM	7.6	7.6	7.3	7.6	7.6	7.6
2/12/2019 4:47:04 AM	9.0	8.6	7.7	9.0	9.0	8.8
2/12/2019 4:47:10 AM	9.3	8.8	7.6	9.3	9.3	9.0
2/12/2019 4:47:16 AM	8.0	7.7	7.0	8.0	8.0	7.9
2/12/2019 4:47:22 AM	7.8	7.8	7.5	7.8	7.8	7.8
2/12/2019 4:47:28 AM	8.4	8.4	7.7	8.4	8.4	8.4
2/12/2019 4:47:34 AM	7.9	7.9	7.6	7.9	7.9	7.9
2/12/2019 4:47:40 AM	7.4	7.4	7.4	7.4	7.4	7.4
2/12/2019 4:47:46 AM	9.9	8.3	7.6	9.9	9.9	9.0
2/12/2019 4:47:52 AM	9.0	8.8	7.9	9.0	9.0	8.9
2/12/2019 4:47:58 AM	7.7	7.7	7.6	7.7	7.7	7.7
2/12/2019 4:48:04 AM	8.1	8.1	7.9	8.1	8.1	8.1
2/12/2019 4:48:10 AM	12.9	8.4	7.8	12.9	12.8	9.7
2/12/2019 4:48:16 AM	11.3	8.2	7.6	11.3	11.0	8.5
2/12/2019 4:48:22 AM	7.6	7.6	7.6	7.6	7.6	7.6
2/12/2019 4:48:28 AM	10.1	8.2	7.6	10.1	10.1	9.0
2/12/2019 4:48:34 AM	9.6	8.6	7.6	9.6	9.6	9.1
2/12/2019 4:48:40 AM	8.2	8.2	8.0	8.2	8.2	8.2
2/12/2019 4:48:46 AM	9.1	8.9	8.0	9.1	9.1	9.0
2/12/2019 4:48:52 AM	8.7	8.5	7.5	8.7	8.7	8.6
2/12/2019 4:48:58 AM	12.0	8.3	7.9	12.0	11.9	9.2
2/12/2019 4:49:04 AM	11.5	9.2	7.8	11.5	11.4	9.8
2/12/2019 4:49:10 AM	10.4	8.8	8.2	10.4	10.4	9.5
2/12/2019 4:49:16 AM	9.2	8.9	7.5	9.2	9.2	9.0
2/12/2019 4:49:22 AM	9.0	8.8	8.0	9.0	9.0	8.9
2/12/2019 4:49:28 AM	17.2	9.4	7.8	22.2	16.3	9.6
2/12/2019 4:49:34 AM	8.6	8.4	7.7	8.6	8.6	8.5
2/12/2019 4:49:40 AM	7.8	7.8	7.8	7.8	7.8	7.8
2/12/2019 4:49:46 AM	8.4	8.4	7.9	8.4	8.4	8.4
2/12/2019 4:49:52 AM	7.8	7.8	7.8	7.8	7.8	7.8
2/12/2019 4:49:58 AM	13.0	9.1	8.2	13.0	12.7	9.8
2/12/2019 4:50:04 AM	9.3	9.1	7.8	9.3	9.3	9.2
2/12/2019 4:50:10 AM	9.4	8.6	8.0	9.4	9.4	9.0
2/12/2019 4:50:16 AM	9.9	8.6	7.8	9.9	9.9	9.2
2/12/2019 4:50:22 AM	8.1	8.1	7.9	8.1	8.1	8.1
2/12/2019 4:50:28 AM	11.3	8.4	7.5	11.3	11.2	9.3
2/12/2019 4:50:34 AM	8.6	8.6	7.9	8.6	8.6	8.6
2/12/2019 4:50:40 AM	9.9	9.7	8.3	9.9	9.9	9.8
2/12/2019 4:50:46 AM	15.4	9.1	8.2	15.4	14.6	9.8
2/12/2019 4:50:52 AM	9.2	8.3	7.6	9.2	9.2	8.7
2/12/2019 4:50:58 AM	8.4	8.3	7.7	8.4	8.4	8.3
2/12/2019 4:51:04 AM	7.7	7.7	7.7	7.7	7.7	7.7
2/12/2019 4:51:10 AM	7.7	7.7	7.4	7.7	7.7	7.7
2/12/2019 4:51:16 AM	9.2	8.6	7.8	9.2	9.2	8.8
2/12/2019 4:51:22 AM	10.9	8.7	7.7	10.9	10.9	9.7
2/12/2019 4:51:28 AM	8.0	8.0	7.7	8.0	8.0	8.0
2/12/2019 4:51:34 AM	11.5	7.6	7.3	11.5	11.4	9.0
2/12/2019 4:51:40 AM	10.7	9.3	7.6	10.7	10.7	9.9
2/12/2019 4:51:46 AM	8.9	8.9	7.9	8.9	8.9	8.9
2/12/2019 4:51:52 AM	7.8	7.8	7.8	7.8	7.8	7.8
2/12/2019 4:51:58 AM	9.3	8.2	7.6	9.3	9.3	8.7
2/12/2019 4:52:04 AM	7.8	7.8	7.5	7.8	7.8	7.8
2/12/2019 4:52:10 AM	9.0	8.5	7.8	9.0	9.0	8.7
2/12/2019 4:52:16 AM	7.3	7.3	7.3	7.3	7.3	7.3
2/12/2019 4:52:22 AM	9.7	8.8	7.8	9.7	9.7	9.2
2/12/2019 4:52:28 AM	8.9	8.5	7.6	8.9	8.9	8.7
2/12/2019 4:52:34 AM	8.0	8.0	7.8	8.0	8.0	8.0
2/12/2019 4:52:40 AM	7.7	7.7	7.7	7.7	7.7	7.7
2/12/2019 4:52:46 AM	9.1	8.0	7.4	9.1	9.1	8.5
2/12/2019 4:52:52 AM	8.3	8.3	7.9	8.3	8.3	8.3
2/12/2019 4:52:58 AM	9.0	7.8	7.3	9.0	9.0	8.4
2/12/2019 4:53:04 AM	9.1	8.0	7.5	9.1	9.1	8.5
2/12/2019 4:53:10 AM	7.6	7.6	7.6	7.6	7.6	7.6
2/12/2019 4:53:16 AM	10.1	8.4	7.6	10.1	10.0	8.7
2/12/2019 4:53:22 AM	8.5	8.4	8.0	8.5	8.5	8.5
2/12/2019 4:53:28 AM	8.4	8.4	8.0	8.4	8.4	8.4
2/12/2019 4:53:34 AM	8.0	8.0	8.0	8.0	8.0	8.0
2/12/2019 4:53:40 AM	7.5	7.5	7.2	7.5	7.5	7.5
2/12/2019 4:53:46 AM	9.8	8.3	7.6	9.8	9.7	9.0
2/12/2019 4:53:52 AM	9.5	9.1	7.6	9.5	9.5	9.3
2/12/2019 4:53:58 AM	10.6	8.6	7.9	10.6	10.6	9.5
2/12/2019 4:54:04 AM	8.1	8.1	8.0	8.1	8.1	8.1
2/12/2019 4:54:10 AM	10.9	8.6	7.6	10.9	10.8	9.2
2/12/2019 4:54:16 AM	9.9	9.0	7.7	9.9	9.9	9.4
2/12/2019 4:54:22 AM	11.4	7.9	7.6	11.4	11.3	9.4
2/12/2019 4:54:28 AM	8.3	8.3	7.9	8.3	8.3	8.3
2/12/2019 4:54:34 AM	11.4	8.7	7.5	11.4	11.3	9.5
2/12/2019 4:54:40 AM	8.1	8.1	8.0	8.1	8.1	8.1
2/12/2019 4:54:46 AM	13.8	8.5	7.7	13.8	13.0	9.1
2/12/2019 4:54:52 AM	9.8	8.8	7.7	9.8	9.7	9.2
2/12/2019 4:54:58 AM	12.0	9.1	7.7	12.0	11.9	10.0
2/12/2019 4:55:04 AM	7.8	7.8	7.6	7.8	7.8	7.8
2/12/2019 4:55:10 AM	7.9	7.9	7.3	7.9	7.9	7.8
2/12/2019 4:55:16 AM	7.8	7.8	7.7	7.8	7.8	7.8
2/12/2019 4:55:22 AM	9.0	8.8	7.6	9.0	9.0	8.9
2/12/2019 4:55:28 AM	7.9	7.9	7.9	7.9	7.9	7.9
2/12/2019 4:55:34 AM	20.8	9.1	8.2	25.8	19.9	10.4
2/12/2019 4:55:40 AM	10.3	8.4	7.6	10.3	10.3	9.3
2/12/2019 4:55:46 AM	11.3	8.6	7.8	11.3	11.3	9.5
2/12/2019 4:55:52 AM	7.7	7.7	7.7	7.7	7.7	7.7
2/12/2019 4:55:58 AM	8.1	8.1	7.9	8.1	8.1	8.1
2/12/2019 4:56:04 AM	8.3	8.3	8.3	8.3	8.3	8.3
2/12/2019 4:56:10 AM	10.2	8.1	7.5	10.2	10.1	8.7
2/12/2019 4:56:16 AM	7.9	7.9	7.6	7.9	7.9	7.9
2/12/2019 4:56:22 AM	8.8	8.6	7.9	8.8	8.8	8.7
2/12/2019 4:56:28 AM	10.5	9.4	8.2	10.5	10.5	9.9
2/12/2019 4:56:34 AM	16.3	9.1	7.9	16.7	14.7	9.6
2/12/2019 4:56:40 AM	7.9	7.9	7.6	7.9	7.9	7.9
2/12/2019 4:56:46 AM	9.7	9.4	8.0	9.7	9.7	9.5
2/12/2019 4:56:52 AM	7.4	7.4	7.3	7.4	7.4	7.4
2/12/2019 4:56:58 AM	9.1	8.2	7.5	9.1	9.1	8.6
2/12/2019 4:57:04 AM	7.3	7.3	7.2	7.3	7.3	7.3
2/12/2019 4:57:10 AM	10.6	9.2	7.7	10.6	10.6	9.8
2/12/2019 4:57:16 AM	7.9	7.9	7.9	7.9	7.9	7.9
2/12/2019 4:57:22 AM	7.5	7.5	7.5	7.5	7.5	7.5
2/12/2019 4:57:28 AM	11.1	8.4	7.5	11.1	11.0	9.2
2/12/2019 4:57:34 AM	12.0	8.4	7.7	12.0	11.7	9.0
2/12/2019 4:57:40 AM	7.8	7.8	7.8	7.8	7.8	7.8
2/12/2019 4:57:46 AM	9.2	8.8	7.6	9.2	9.2	9.0
2/12/2019 4:57:52 AM	8.1	8.1	8.0	8.1	8.1	8.1
2/12/2019 4:57:58 AM	9.3	8.4	7.7	9.3	9.3	8.8
2/12/2019 4:58:04 AM	7.9	7.9	7.7	7.9	7.9	7.9
2/12/2019 4:58:10 AM	13.3	8.4	7.4	13.3	12.9	9.2
2/12/2019 4:58:16 AM	8.7	8.5	7.8	8.7	8.7	8.6
2/12/2019 4:58:22 AM	8.1	8.1	7.6	8.1	8.1	8.1
2/12/2019 4:58:28 AM	7.3	7.3	7.2	7.3	7.3	7.3
2/12/2019 4:58:34 AM	8.9	8.8	7.7	8.9	8.9	8.8
2/12/2019 4:58:40 AM	7.6	7.6	7.4	7.6	7.6	7.6
2/12/2019 4:58:46 AM	8.1	8.1	7.4	8.1	8.1	8.1
2/12/2019 4:58:52 AM	9.1	8.0	7.3	9.1	9.1	8.5
2/12/2019 4:58:58 AM	10.4	9.5	7.9	10.4	10.4	9.9
2/12/2019 4:59:04 AM	11.9	9.7	7.5	11.9	11.9	10.3
2/12/2019 4:59:10 AM	7.4	7.4	7.3	7.4	7.4	7.4
2/12/2019 4:59:16 AM	18.3	8.1	7.8	18.3	16.7	9.2
2/12/2019 4:59:22 AM	10.1	8.8	7.6	10.1	10.1	9.4
2/12/2019 4:59:28 AM	8.3	8.3	7.5	8.3	8.3	8.3
2/12/2019 4:59:34 AM	7.7	7.7	7.7	7.7	7.7	7.7
2/12/2019 4:59:40 AM	13.6	8.8	7.6	13.6	12.8	9.2
2/12/2019 4:59:46 AM	7.4	7.4	7.4	7.4	7.4	7.4
2/12/2019 4:59:52 AM	7.6	7.6	7.6	7.6	7.6	7.6
2/12/2019 4:59:58 AM	7.8	7.8	7.8	7.8	7.8	7.8
2/12/2019 5:00:04 AM	6.9	6.9	6.9	6.9	6.9	6.9
2/12/2019 5:00:10 AM	7.6	7.6	7.6	7.6	7.6	7.6
2/12/2019 5:00:16 AM	9.6	8.6	7.7	9.6	9.6	9.1
2/12/2019 5:00:22 AM	7.8	7.8	7.6	7.8	7.8	7.8
2/12/2019 5:00:28 AM	7.9	7.9	7.6	7.9	7.9	7.9
2/12/2019 5:00:34 AM	9.4	8.1	7.1	9.4	9.4	8.7
2/12/2019 5:00:40 AM	8.9	8.6	7.3	8.9	8.9	8.7
2/12/2019 5:00:46 AM	7.6	7.6	7.4	7.6	7.6	7.6
2/12/2019 5:00:52 AM	13.5	8.3	7.3	13.5	13.4	9.9
2/12/2019 5:00:58 AM	11.4	8.0	7.3	11.4	11.1	8.5
2/12/2019 5:01:04 AM	8.5	8.5	7.7	8.5	8.5	8.5
2/12/2019 5:01:10 AM	9.0	8.2	7.8	9.0	9.0	8.5
2/12/2019 5:01:16 AM	7.6	7.6	7.5	7.6	7.6	7.6
2/12/2019 5:01:22 AM	8.3	8.3	7.7	8.3	8.3	8.3
2/12/2019 5:01:28 AM	8.3	8.1	7.5	8.3	8.3	8.2
2/12/2019 5:01:34 AM	9.3	9.0	7.6	9.3	9.3	9.1
2/12/2019 5:01:40 AM	7.9	7.9	7.7	7.9	7.9	7.9
2/12/2019 5:01:46 AM	9.3	9.0	7.7	9.3	9.3	9.1
2/12/2019 5:01:52 AM	7.6	7.6	7.6	7.6	7.6	7.6
2/12/2019 5:01:58 AM	9.2	8.8	7.8	9.2	9.2	9.0
2/12/2019 5:02:04 AM	11.4	8.6	7.9	11.4	11.3	9.5
2/12/2019 5:02:10 AM	9.9	9.0	7.8	9.9	9.9	9.4
2/12/2019 5:02:16 AM	8.2	8.2	7.7	8.2	8.2	8.2
2/12/2019 5:02:22 AM	8.2	8.2	7.7	8.2	8.2	8.2
2/12/2019 5:02:28 AM	10.5	9.8	7.9	10.5	10.5	10.1
2/12/2019 5:02:34 AM	7.5	7.5	7.5	7.5	7.5	7.5
2/12/2019 5:02:40 AM	7.6	7.6	7.6	7.6	7.6	7.6
2/12/2019 5:02:46 AM	7.5	7.5	7.5	7.5	7.5	7.5
2/12/2019 5:02:52 AM	9.2	8.2	7.4	9.2	9.2	8.7
2/12/2019 5:02:58 AM	7.2	7.2	7.2	7.2	7.2	7.2
2/12/2019 5:03:04 AM	8.3	8.1	7.4	8.3	8.3	8.2
2/12/2019 5:03:10 AM	7.7	7.7	7.5	7.7	7.7	7.7
2/12/2019 5:03:16 AM	10.8	8.7	7.9	10.8	10.7	9.6
2/12/2019 5:03:22 AM	7.4	7.4	7.4	7.4	7.4	7.4
2/12/2019 5:03:28 AM	18.5	7.9	7.7	18.8	16.5	8.9
2/12/2019 5:03:34 AM	9.3	8.4	8.0	9.3	9.3	8.8
2/12/2019 5:03:40 AM	13.1	9.7	7.8	13.1	13.1	11.2
2/12/2019 5:03:46 AM	10.8	8.6	7.4	10.8	10.7	9.2
2/12/2019 5:03:52 AM	14.9	9.2	7.8	14.9	14.7	10.7
2/12/2019 5:03:58 AM	9.3	8.4	7.6	9.3	9.3	8.8
2/12/2019 5:04:04 AM	13.8	8.9	7.5	13.8	13.0	9.3
2/12/2019 5:04:10 AM	9.8	8.6	7.6	9.8	9.8	9.1
2/12/2019 5:04:16 AM	10.0	8.4	7.8	10.0	10.0	9.1
2/12/2019 5:04:22 AM	9.4	8.4	7.5	9.4	9.3	8.8
2/12/2019 5:04:28 AM	12.3	9.1	7.6	12.3	12.3	10.5
2/12/2019 5:04:34 AM	10.3	9.3	7.7	10.3	10.3	9.8
2/12/2019 5:04:40 AM	8.1	8.1	7.7	8.1	8.1	8.1
2/12/2019 5:04:46 AM	9.6	8.7	7.8	9.6	9.6	9.1
2/12/2019 5:04:52 AM	11.3	9.7	7.8	11.3	11.3	10.4
2/12/2019 5:04:58 AM	13.1	11.3	7.5	13.1	13.1	12.1
2/12/2019 5:05:04 AM	7.8	7.8	7.7	7.8	7.8	7.8
2/12/2019 5:05:10 AM	8.3	8.3	7.9	8.3	8.3	8.3
2/12/2019 5:05:16 AM	12.6	10.0	7.8	12.6	12.6	11.2
2/12/2019 5:05:22 AM	11.2	7.7	7.4	11.2	11.1	8.9
2/12/2019 5:05:28 AM	8.2	8.2	7.7	8.2	8.2	8.2
2/12/2019 5:05:34 AM	7.9	7.9	7.6	7.9	7.9	7.9
2/12/2019 5:05:40 AM	8.2	8.2	7.5	8.2	8.2	8.2
2/12/2019 5:05:46 AM	10.0	8.1	7.2	10.0	9.9	8.6
2/12/2019 5:05:52 AM	11.2	9.1	7.6	11.2	11.2	10.0
2/12/2019 5:05:58 AM	9.5	8.7	7.9	9.5	9.5	9.1
2/12/2019 5:06:04 AM	13.0	8.4	7.8	13.0	12.7	9.5
2/12/2019 5:06:10 AM	11.0	8.6	7.8	11.0	10.9	9.3
2/12/2019 5:06:16 AM	18.2	9.9	7.6	23.1	17.3	10.3
2/12/2019 5:06:22 AM	7.7	7.7	7.5	7.7	7.7	7.7
2/12/2019 5:06:28 AM	9.3	8.8	7.6	9.3	9.3	9.0
2/12/2019 5:06:34 AM	11.7	8.7	8.0	11.7	11.4	9.0
2/12/2019 5:06:40 AM	10.6	7.7	7.2	10.6	10.5	8.7
2/12/2019 5:06:46 AM	13.1	9.3	7.5	13.1	13.0	10.6
2/12/2019 5:06:52 AM	7.5	7.5	7.4	7.5	7.5	7.5
2/12/2019 5:06:58 AM	11.4	8.0	7.6	11.4	11.1	8.5
2/12/2019 5:07:04 AM	11.7	10.7	7.8	11.7	11.7	11.2
2/12/2019 5:07:10 AM	10.2	8.8	7.4	10.2	10.2	9.4
2/12/2019 5:07:16 AM	9.0	8.8	7.5	9.0	9.0	8.9
2/12/2019 5:07:22 AM	8.1	7.9	7.3	8.1	8.1	8.0
2/12/2019 5:07:28 AM	7.7	7.4	6.8	7.7	7.7	7.6
2/12/2019 5:07:34 AM	9.3	7.6	7.3	9.3	9.3	8.0
2/12/2019 5:07:40 AM	10.4	8.0	7.5	10.4	10.4	8.8
2/12/2019 5:07:46 AM	10.4	8.3	7.5	10.4	10.4	9.2
2/12/2019 5:07:52 AM	7.2	7.2	7.0	7.2	7.2	7.2
2/12/2019 5:07:58 AM	7.6	7.6	7.5	7.6	7.6	7.6
2/12/2019 5:08:04 AM	7.7	7.7	7.5	7.7	7.7	7.7
2/12/2019 5:08:10 AM	7.4	7.4	7.0	7.4	7.4	7.4
2/12/2019 5:08:16 AM	7.8	7.8	7.5	7.8	7.8	7.8
2/12/2019 5:08:22 AM	7.1	7.1	6.9	7.1	7.1	7.1
2/12/2019 5:08:28 AM	8.9	8.6	7.3	8.9	8.9	8.8
2/12/2019 5:08:34 AM	12.9	8.5	7.5	12.9	12.8	9.7
2/12/2019 5:08:40 AM	10.0	7.6	7.1	10.0	9.9	8.3
2/12/2019 5:08:46 AM	8.2	8.0	7.2	8.2	8.2	8.1
2/12/2019 5:08:52 AM	7.4	7.4	7.0	7.4	7.4	7.4
2/12/2019 5:08:58 AM	10.6	8.8	7.0	10.6	10.6	9.3
2/12/2019 5:09:04 AM	7.1	7.1	7.1	7.1	7.1	7.1
2/12/2019 5:09:10 AM	12.3	7.6	7.1	12.3	12.0	8.7
2/12/2019 5:09:16 AM	13.2	8.3	7.1	13.2	13.0	9.7
2/12/2019 5:09:22 AM	7.8	7.8	7.3	7.8	7.8	7.8
2/12/2019 5:09:28 AM	7.8	7.8	7.6	7.8	7.8	7.8
2/12/2019 5:09:34 AM	7.5	7.5	7.2	7.5	7.5	7.5
2/12/2019 5:09:40 AM	7.5	7.5	7.2	7.5	7.5	7.5
2/12/2019 5:09:46 AM	7.7	7.7	7.1	7.7	7.7	7.7
2/12/2019 5:09:52 AM	7.3	7.3	7.1	7.3	7.3	7.3
2/12/2019 5:09:58 AM	10.3	8.1	7.2	10.3	10.3	8.8
2/12/2019 5:10:04 AM	8.9	8.7	7.4	8.9	8.9	8.8
2/12/2019 5:10:10 AM	7.0	7.0	7.0	7.0	7.0	7.0
2/12/2019 5:10:16 AM	7.3	7.3	7.0	7.3	7.3	7.2
2/12/2019 5:10:22 AM	10.6	7.8	7.2	10.6	10.6	8.7
2/12/2019 5:10:28 AM	8.1	7.9	7.1	8.1	8.1	8.0
2/12/2019 5:10:34 AM	7.7	7.6	7.0	7.7	7.7	7.6
2/12/2019 5:10:40 AM	7.0	7.0	7.0	7.0	7.0	7.0
2/12/2019 5:10:46 AM	8.4	8.1	7.0	8.4	8.4	8.2
2/12/2019 5:10:52 AM	10.2	8.3	6.9	10.2	10.1	9.1
2/12/2019 5:10:58 AM	7.1	7.1	7.0	7.1	7.1	7.1
2/12/2019 5:11:04 AM	9.8	8.3	6.8	9.8	9.8	9.0
2/12/2019 5:11:10 AM	6.9	6.9	6.9	6.9	6.9	6.9
2/12/2019 5:11:16 AM	7.8	7.8	7.1	7.8	7.8	7.8
2/12/2019 5:11:22 AM	6.9	6.9	6.9	6.9	6.9	6.9
2/12/2019 5:11:28 AM	8.4	7.2	6.8	8.4	8.4	7.8
2/12/2019 5:11:34 AM	8.3	8.0	6.9	8.3	8.3	8.1
2/12/2019 5:11:40 AM	9.7	7.9	6.9	9.7	9.6	8.3
2/12/2019 5:11:46 AM	7.0	7.0	7.0	7.0	7.0	7.0
